LON     LAT
95.7921613538 7.2321307752
95.6435288138 7.1852915291
95.5274462014 7.0743891285
95.3673809912 6.9675322964
95.1953329833 6.8649396696
95.0213777667 6.7754167648
94.8441084392 6.6708860106
94.6664262326 6.5570715148
94.4989540034 6.4579869009
94.3614710846 6.3233531890
94.1513030752 6.2069938367
93.9340206076 6.0897342894
93.7209627248 5.9917771051
93.5209531611 5.9287481359
93.3133958099 5.7979419823
93.0471520860 5.6369017934
92.7671553827 5.4767833780
92.4780604972 5.2961313137
92.1807422175 5.1254031592
91.8816130463 4.9850446099
91.5795009029 4.8396793867
91.2948071571 4.7474910578
91.0067687447 4.5481589549
90.6619382434 4.3049616666
90.2704325855 4.1047662267
89.8464055850 3.9337562605
89.3885636149 3.7935499169
88.8959957082 3.6901085709
88.3685079318 3.6303431504
87.8157049387 3.6180635665
87.2749463861 3.6076835452
86.7496579862 3.6172775353
86.2395046320 3.6350177899
85.8143815373 3.7069896749
85.3419805386 3.6390478326
84.7721319153 3.5757943663
84.2217974710 3.5556259859
83.7033567688 3.5556922807
83.2104946070 3.5645597518
82.7992279854 3.6539996890
82.4015317350 3.5072288101
81.9381760328 3.4824594028
81.4782375708 3.4981405418
81.0665688065 3.5687374634
80.7144692026 3.6826367699
80.4284717494 3.8718979059
80.2238409121 4.1127056207
80.0534691447 4.3694384913
79.9042125009 4.6309824469
79.7625611345 4.8751274711
79.6292050841 5.1051409764
79.5336000199 5.3179337535
79.4489609615 5.5177353546
79.4056357726 5.6978001964
79.2620365324 5.8146392045
79.1555456633 5.9886142929
79.0693362519 6.1714316351
78.9985953935 6.3486210991
78.9562739942 6.5201235508
78.8968238009 6.6603725935
78.8033988290 6.7514732777
78.7229797414 6.8694260536
78.6543181599 7.0023877301
78.5902080856 7.1337453308
78.5271765382 7.2586768414
78.4652550890 7.3775815891
78.4070809581 7.4918300639
78.3542602748 7.6039957635
78.3033875104 7.7150314751
78.2330152323 7.8115942907
78.1809203890 7.8989441397
78.1370012947 7.9783612655
78.0992476536 8.0500347418
78.0709373756 8.1117415764
78.0528479400 8.1632044476
78.0129087356 8.1951305361
77.9800081387 8.2308081101
77.9468196462 8.2655924638
77.9194513418 8.2994636047
98.2154934014 8.5776385126
98.1811599291 8.5870764153
98.1467442493 8.5722973222
98.1105617710 8.5897851142
98.0715061995 8.5625258254
98.0263143446 8.5357496458
97.9752205701 8.5089184298
97.9183461772 8.4813840160
97.8567670789 8.4524572847
97.7921050366 8.4210600622
97.7245310714 8.3863913967
97.6534827633 8.3492415221
97.5791373451 8.3111953162
97.5017180201 8.2722802528
97.4211400734 8.2328422878
97.3369397712 8.1936934726
97.2485446377 8.1512486447
97.1569479354 8.1034183894
97.0607925077 8.0521178261
96.9557980097 7.9998701370
96.8410626917 7.9474199976
96.7229948525 7.8881064457
96.5993934539 7.8202309648
96.4696203470 7.7539114507
96.3322905959 7.6943270654
96.1924114218 7.6736648100
96.0862201354 7.5706527635
95.9461423817 7.4858132441
95.7972313720 7.4101998704
95.6466107866 7.3456842256
95.4994334296 7.2613804560
95.3595747552 7.1609896941
95.2045704247 7.0662697559
95.0401424219 6.9797993563
94.8779567360 6.8872041670
94.7120891636 6.7975920559
94.5773194113 6.7243688404
94.4808096638 6.6201361181
94.3460984615 6.5172892764
94.1983489403 6.4255132404
94.0555660172 6.3650640877
93.9337831770 6.2674859264
93.7361839009 6.2079808191
93.5489817015 6.1288763906
93.3609196378 6.0500850725
93.1832140385 6.0068912843
93.0116010086 5.8861334873
92.7339992831 5.7886469497
92.4738631013 5.6131153059
92.2005371545 5.4593200875
91.9201243465 5.3219706608
91.6346134519 5.1915664111
91.3493424110 5.0763622377
91.0664121403 4.9452838373
90.8050763559 4.8623013755
90.5814369898 4.6670677723
90.2542808089 4.4973256724
89.8794552966 4.3483418025
89.4712946141 4.2237132224
89.0333920155 4.1285890128
88.5660544206 4.0693127934
88.0677800598 4.0569455400
87.5342170150 4.1160663462
87.0092371540 4.0557100975
86.5214605740 4.0551531903
86.0740926264 4.0882921102
85.6458596985 4.0965045709
85.2903637413 4.1444324516
84.9205489001 4.0367484601
84.4313184168 4.0529099984
83.9445352260 3.9694707163
83.4932873794 3.9511687948
83.0998551895 3.9768480022
82.7822860700 4.0476247382
82.4734967548 3.9349446640
82.0863822019 3.9031563352
81.6817974612 3.8362408441
81.3010823611 3.8578457285
80.9665894833 3.9178149541
80.6882165872 3.9862667749
80.5108120223 4.1915721907
80.3333697698 4.4100362203
80.1700548356 4.6417244863
80.0249669655 4.8818081076
79.8591024986 5.0869162685
79.7426899701 5.2818632434
79.6508471658 5.4653663977
79.5882007395 5.6369593085
79.5557232708 5.7920506880
79.4261030196 5.8788363064
79.3210978800 6.0018872251
79.2383639013 6.1507508291
79.1723606233 6.3055807324
79.1204642756 6.4520429239
79.1010357790 6.5891285046
79.0137549174 6.6802852513
78.9359788088 6.7925459119
78.8576738192 6.8965893943
78.7877448922 7.0107088988
78.7246375236 7.1326171143
78.6611685289 7.2504554089
78.5944716808 7.3628987775
78.5320619240 7.4703406063
78.4743410314 7.5748338403
78.4281520482 7.6803500800
78.3837427221 7.7665145187
78.3225863715 7.8245937312
78.2701720611 7.9002836461
78.2234506597 7.9749786216
78.1813852504 8.0450942315
78.1456648386 8.1104220498
78.1124178004 8.1655439237
78.0715088115 8.2126289466
78.0324965914 8.2546682758
77.9874227337 8.2837095570
77.9525878800 8.3170495175
98.2196076686 8.6098869747
98.1854968378 8.6263565587
98.1488485109 8.6132085262
98.1151508170 8.6357137362
98.0720474209 8.6131645083
98.0267095681 8.5902425911
97.9769958270 8.5674452878
97.9224796576 8.5439808174
97.8627839052 8.5193987226
97.7975500383 8.4940111731
97.7304865286 8.4641228064
97.6602513100 8.4293673041
97.5868220573 8.3952346782
97.5106005240 8.3608515258
97.4315070738 8.3254189860
97.3489180244 8.2887822919
97.2622502611 8.2501657977
97.1717243647 8.2086181786
97.0773461108 8.1639731959
96.9774240979 8.1173153849
96.8683917969 8.0703961167
96.7429903221 8.0280992348
96.6194996199 7.9603220334
96.4972613022 7.9020423820
96.3745736726 7.8482954253
96.2529580197 7.8094249301
96.1388371621 7.7919443852
96.0480326976 7.7148559767
95.9316791217 7.6400135098
95.7951111065 7.5714946901
95.6460813736 7.5091556920
95.4982890321 7.4360767144
95.3543629281 7.3460391066
95.2112433931 7.2555638703
95.0608464137 7.1711330504
94.8983090084 7.0981667301
94.7584532062 6.9987951456
94.6378240225 6.9561830141
94.5511168611 6.8726052730
94.4473589830 6.7859597199
94.3470180469 6.6889020205
94.2323678179 6.6131042057
94.1291252542 6.5674389673
94.0392999530 6.5048704503
93.9268825698 6.4275707056
93.7990615038 6.3689135158
93.6562280188 6.3826614546
93.5415436653 6.3082432510
93.3819422860 6.2486298738
93.2083857174 6.1980670093
93.0219319517 6.1273761807
92.8204109192 6.0530164561
92.5914386739 6.0557304746
92.4244244129 5.8882908691
92.1892611737 5.7531829505
91.9335036013 5.6294295712
91.6668920119 5.5106882140
91.3929046991 5.3970257073
91.1135288221 5.2820552275
90.8327268629 5.1747135340
90.5475950608 5.0351763123
90.2596867773 4.8784401073
89.9293872018 4.7436814331
89.5662528950 4.6299753262
89.1769522010 4.5407209295
88.7658762493 4.4807145675
88.3371814600 4.4571045308
87.9027758267 4.4878164202
87.5219594220 4.6373287872
87.1465930690 4.4881177903
86.7152175725 4.4584836937
86.2899441088 4.4698258354
85.8783844884 4.4871775208
85.4908005921 4.5091741466
85.1022100416 4.4885652668
84.7214090489 4.4593405493
84.3681176941 4.5620758423
84.0477431193 4.3826880149
83.6634433278 4.3271052455
83.2926034826 4.3206183205
82.9509236793 4.3404602508
82.6155280613 4.3173582650
82.3018468889 4.2690374932
82.0158724597 4.3156300593
81.7591302211 4.1735629865
81.4380339719 4.1539211149
81.1174411341 4.1914196774
80.8169504867 4.2286943849
80.6267163601 4.4541482785
80.4381705351 4.6563783815
80.2916384679 4.8665518880
80.1796963201 5.0370811351
80.0466643440 5.1391303451
79.9334939549 5.2903014798
79.8355213283 5.4443336123
79.7570081459 5.5975315775
79.7128872983 5.7522924768
79.6607956743 5.8773193516
79.5643960498 5.9443928237
79.4684279936 6.0375775735
79.3908010368 6.1545386298
79.3273045746 6.2840212208
79.2815474840 6.4228943115
79.2288108435 6.5474179436
79.2034305350 6.6560943681
79.1286231549 6.7268943808
79.0566477615 6.8184959106
78.9867054111 6.9203779143
78.9185501084 7.0232154768
78.8537970154 7.1316146578
78.7947889362 7.2521907742
78.7185440418 7.3618842136
78.6538722875 7.4633812961
78.5916820857 7.5588755028
78.5413232083 7.6487481524
78.5155114221 7.7276286183
78.4636463404 7.7836979160
78.4103796846 7.8518505779
78.3560101868 7.9159099634
78.3071145141 7.9840734028
78.2615147011 8.0501179701
78.2186267023 8.1132452294
78.1810876920 8.1789518003
78.1301152686 8.2212072736
78.0900225555 8.2627298496
78.0646616207 8.3008037735
78.0206296632 8.3103091060
77.9815072158 8.3379993418
98.2206327186 8.6432396330
98.1954951030 8.6577694228
98.1576697379 8.6569535625
98.1224063231 8.6788203935
98.0792101701 8.6599066736
98.0333333951 8.6412055004
97.9843645570 8.6225791322
97.9316085563 8.6035302084
97.8746963974 8.5832270718
97.8122675710 8.5615772717
97.7399080999 8.5412604354
97.6685745578 8.5051771142
97.5960051650 8.4742062651
97.5205099674 8.4445233515
97.4426385605 8.4138592945
97.3619744423 8.3807866746
97.2775622008 8.3456020807
97.1896271225 8.3092383078
97.0985013196 8.2710140955
97.0040365397 8.2309632648
96.9059019307 8.1906090626
96.8054791420 8.1542232030
96.7133068662 8.1411282355
96.6268895246 8.0846740729
96.5140274899 8.0379998466
96.3974229015 7.9903736826
96.2783463036 7.9439088486
96.1575479759 7.9075676746
96.0367110013 7.8552649493
95.9226200011 7.7888006015
95.7976732606 7.7247332812
95.6587490509 7.6640191697
95.4988704988 7.6078247229
95.3536225003 7.5166165825
95.2152431988 7.4330627219
95.0797965562 7.3528334279
94.9465021143 7.2838000601
94.8252346501 7.2543210203
94.7408737751 7.1663795163
94.6318992898 7.0960671320
94.5243453172 7.0227439574
94.4228289808 6.9430300754
94.3358029453 6.8430963766
94.2499378591 6.7704484471
94.1777578135 6.7379364031
94.1259138204 6.6757584116
94.0451217852 6.6411740491
93.9758374850 6.6092616074
93.9120406295 6.5552796381
93.8242138997 6.4994098412
93.7204174813 6.4862120412
93.6231354850 6.5087480389
93.5168433707 6.4725802701
93.3903487896 6.4189201922
93.2388259498 6.3747819992
93.0706266243 6.3285365545
92.8909356281 6.2814003415
92.7019145704 6.2583189589
92.4995618353 6.2801812021
92.3473551199 6.1357722951
92.1553580953 6.0136266748
91.9290497666 5.9053956060
91.6848800249 5.8005446970
91.4284857787 5.6965126732
91.1616445561 5.5922198225
90.8861682999 5.4880721863
90.6006991186 5.3727364840
90.3063743902 5.2467522153
90.0008084900 5.1231337273
89.6725201069 5.0150076195
89.3220837277 4.9270782252
88.9551855183 4.8658251048
88.5770898616 4.8338269238
88.1967524890 4.8414618824
87.8372370004 4.9175926546
87.5104799401 5.0509763909
87.1904799486 4.9090512459
86.8344558708 4.8460690583
86.4542583148 4.8375366680
86.0711628263 4.8478291227
85.6948339009 4.8617478644
85.3227294986 4.8616905956
84.9622122627 4.8488445894
84.6260370054 4.8725257474
84.3179391165 4.9523811523
84.0510376653 4.7805198739
83.7475004837 4.6869458287
83.4214048896 4.6525150957
83.0990644458 4.6442506595
82.7839643906 4.6280034610
82.4800264306 4.6009050881
82.1981803529 4.6024815681
81.9509547580 4.5957718824
81.7566173480 4.4897269739
81.5139695085 4.4368637949
81.2355041977 4.4450746742
80.9326794677 4.4972572718
80.7000817928 4.6908025413
80.5333288443 4.8606689798
80.4454072729 5.0135686167
80.3300083935 5.1031214694
80.2159103908 5.2211572250
80.1062438353 5.3359644158
80.0068267322 5.4562942783
79.9142262221 5.5777195550
79.8508595329 5.7027983367
79.8367154134 5.8225603872
79.7631725502 5.8983610593
79.6936924180 5.9995216614
79.5940696126 6.0713721928
79.5252272518 6.1704459534
79.4692884510 6.2757715413
79.4214018155 6.3823355271
79.4070526004 6.4789371400
79.3480270618 6.5520467714
79.3071219396 6.6614254077
79.2400934095 6.7595789506
79.1722840458 6.8450859635
79.1067562049 6.9368244093
79.0445047732 7.0351563522
78.9829988378 7.1306936067
78.9241294216 7.2246083084
78.8927762335 7.3118725320
78.8266745277 7.3772969270
78.7700343826 7.4747690226
78.6994702592 7.5621608271
78.6441338409 7.6477292673
78.6005883992 7.7301284914
78.5523521134 7.8056226189
78.4970131030 7.8703733058
78.4418175678 7.9353809470
78.3897537969 7.9992283706
78.3419142490 8.0630811357
78.2951453829 8.1206318711
78.2505348641 8.1741668995
78.2277651034 8.2343292184
78.1802183611 8.2513051460
78.1369578566 8.2728622274
78.1171729322 8.3147088773
78.0837664009 8.3389720507
78.0467139981 8.3431512720
78.0090983431 8.3598960834
98.2275361521 8.6745950631
98.1943426683 8.6870502520
98.1613357795 8.6995711081
98.1299376058 8.7205980081
98.0889484070 8.7037628374
98.0443791633 8.6884035265
97.9965842470 8.6737783042
97.9455179113 8.6591986718
97.8911380302 8.6441040756
97.8342990772 8.6275992731
97.7758845918 8.6109184745
97.7215596212 8.6052055906
97.6710359674 8.5745486988
97.6054293411 8.5480919677
97.5330913724 8.5224726565
97.4549549813 8.4979004307
97.3753166091 8.4694143246
97.2924321355 8.4362151032
97.2065154595 8.4040455550
97.1180911823 8.3714594076
97.0273048202 8.3373638821
96.9339727234 8.3022551396
96.8383818857 8.2688690279
96.7414452435 8.2424130129
96.6401557809 8.2055395612
96.5363678127 8.1609421382
96.4136919853 8.1266604732
96.2942615309 8.0711950282
96.1743578368 8.0286170579
96.0524002616 7.9834811693
95.9308395723 7.9302437614
95.8090229639 7.8735944869
95.6835151883 7.8183224260
95.5553978615 7.7668947425
95.4348804118 7.7426060847
95.3335975986 7.6677398689
95.2088853331 7.5954882066
95.0827949354 7.5180555689
94.9580103708 7.4480850523
94.8346919252 7.3924496693
94.7084929990 7.3304121998
94.6128982090 7.2375804731
94.5161640583 7.1621278277
94.4246691291 7.0930041238
94.3476649225 7.0476144221
94.3047450568 6.9642547991
94.2363062794 6.8947166951
94.1590751482 6.8488879789
94.1157945092 6.7733750507
94.0605452538 6.7415715315
94.0038862151 6.7410264785
93.9696943485 6.6918660681
93.9132686825 6.6597552702
93.8543233197 6.6497502225
93.8155032735 6.6013889177
93.7498041483 6.5724055053
93.6656676261 6.5988747190
93.5707525521 6.5905903483
93.4877340245 6.5969017902
93.3906821910 6.5685646326
93.2658899237 6.5293663901
93.1210810385 6.4989172495
92.9616244409 6.4714363433
92.7925959318 6.4552640857
92.6181087661 6.4499382298
92.4348743077 6.4669514243
92.2904226526 6.3514007199
92.1180745543 6.2487108450
91.9188755233 6.1547427734
91.6980596164 6.0642211849
91.4618836672 5.9728213892
91.2122882415 5.8801195194
90.9495459533 5.7878730615
90.6763604414 5.6902186000
90.3912337539 5.5841046498
90.0901402421 5.4816371631
89.7824498020 5.3806804229
89.4589411016 5.2874676934
89.1249708030 5.2235713332
88.7840127583 5.1858793367
88.4409430731 5.1767825353
88.1041601302 5.2097757819
87.7782771659 5.3087926558
87.4760120955 5.3659910729
87.2152673708 5.2735386841
86.9115275970 5.2124613339
86.5801181267 5.1875602801
86.2328635064 5.1867118642
85.8805216760 5.1958341302
85.5296375590 5.2004224273
85.1831894750 5.1994289893
84.8524232530 5.1942328115
84.5318618301 5.2274443415
84.2521266521 5.2347044244
84.0364281858 5.1148896202
83.7838590532 5.0223739601
83.5068312772 4.9667904156
83.2174185731 4.9397177944
82.9279811624 4.9209321956
82.6493423254 4.8889869441
82.3798928384 4.8751216466
82.1617194642 4.8717897733
81.9863170932 4.8091221523
81.7760089746 4.7580354721
81.5701078226 4.7012292986
81.3463373511 4.6816678188
81.1123826583 4.7030620501
80.9032308250 4.7870828666
80.7313763161 4.9212826151
80.6024344922 5.0574962096
80.4852487783 5.1797721538
80.3723776561 5.2817663182
80.2638518061 5.3800369652
80.1685730603 5.5017995859
80.0552324468 5.5894027619
79.9754620939 5.6845243511
79.9338320915 5.7851790354
79.9309188654 5.8803616523
79.8617031449 5.9337784354
79.8052336253 6.0103941793
79.7758896260 6.1028973481
79.6873497723 6.1038497941
79.6330522932 6.1818317202
79.5965830324 6.2830735527
79.5430585937 6.3764554034
79.5107000678 6.4713118881
79.4725662749 6.5645150124
79.4123146450 6.6413800802
79.3881371481 6.7231852866
79.3343363590 6.7829753366
79.2800344374 6.8671443481
79.2199652202 6.9506370900
79.1586089049 7.0402335098
79.1057064796 7.1416152389
79.0388320294 7.2284538307
78.9893060470 7.3136038793
78.9361556441 7.3936166452
78.8819604267 7.4649018338
78.8520544561 7.5373946571
78.7924552189 7.5873166975
78.7384976201 7.6599439811
78.6890709419 7.7374403647
78.6404602676 7.8161669631
78.5863409655 7.8870892720
78.5271804445 7.9516938196
78.4723540911 8.0153599254
78.4212907171 8.0770186263
78.3731686719 8.1399821681
78.3187372349 8.1859799071
78.2801381054 8.2255260112
78.2747720195 8.2762576422
78.2250489158 8.3011433854
78.1706816178 8.3087765816
78.1530720803 8.3552832498
78.1130997738 8.3651077133
78.0732360141 8.3745223635
78.0358877108 8.3826137469
98.2328542165 8.7062494878
98.1993072436 8.7210505681
98.1682639261 8.7384958777
98.1383166767 8.7602817220
98.0992485153 8.7456610567
98.0571305179 8.7325891435
98.0115583874 8.7210877856
97.9626232862 8.7103550399
97.9102227381 8.6996685889
97.8542443637 8.6892521444
97.7972696610 8.6761089349
97.7387364931 8.6625609954
97.6778883775 8.6435223066
97.6169526508 8.6192201096
97.5494663957 8.5965012564
97.4751787773 8.5747123303
97.3899541707 8.5566565533
97.3062344790 8.5213323285
97.2218784837 8.4922178775
97.1350033967 8.4647982742
97.0463860404 8.4363607203
96.9558925800 8.4056245374
96.8628620288 8.3742884243
96.7673647041 8.3453647005
96.6686480405 8.3142466956
96.5685668719 8.2793481864
96.4688836852 8.2470819667
96.3764159251 8.2380858410
96.2939207028 8.1878466550
96.1862913327 8.1473713916
96.0705754431 8.1067865771
95.9512919783 8.0618818300
95.8296022221 8.0131000284
95.7042170705 7.9654163976
95.5803654605 7.9161143297
95.4557363269 7.8693328617
95.3287681679 7.8134868187
95.1966354721 7.7530456324
95.0752150114 7.6692220269
94.9570117895 7.5982242507
94.8422129085 7.5346494334
94.7327013765 7.4767174419
94.6362761209 7.4416368389
94.5743061704 7.3632300081
94.4916293559 7.2908502341
94.4125660194 7.2184465024
94.3253771466 7.1574995755
94.2661791953 7.0742538996
94.2163525932 7.0021699935
94.1596480256 6.9503111992
94.1009617396 6.9318864794
94.0833320255 6.8828778539
94.0769425086 6.8251233644
94.0207649953 6.8095574003
93.9726226937 6.8109810758
93.9518411065 6.7666425765
93.9221165412 6.7334833238
93.8890724070 6.7269351618
93.8609821130 6.7084574784
93.8166731009 6.7169331400
93.7866372551 6.6809302591
93.7342590918 6.6488826326
93.6739571419 6.6925398187
93.6061966680 6.6769752048
93.5281469495 6.6798105201
93.4447010463 6.6789169269
93.3691843620 6.6910778170
93.2856600665 6.6608986652
93.1691365575 6.6430347229
93.0324646411 6.6285985821
92.8793197130 6.6241682961
92.7112277948 6.6330247606
92.5383558910 6.6116558138
92.3847228866 6.6188803130
92.2553662130 6.5413326880
92.0975896420 6.4610026523
91.9166333243 6.3826690480
91.7162498311 6.3058033282
91.4999742623 6.2275646070
91.2695114083 6.1467032109
91.0236022073 6.0655634723
90.7600004505 5.9890995542
90.4894792723 5.9006999876
90.2020679452 5.8012045411
89.8849467441 5.7308697230
89.5719465930 5.6190958116
89.2624567620 5.5523747921
88.9505012013 5.5119114546
88.6374508956 5.4938983821
88.3297564755 5.5020431563
88.0396381769 5.5437858736
87.8006122218 5.6353076905
87.5624530428 5.6122938196
87.2765776350 5.5935811661
86.9926224822 5.5456433814
86.6925841197 5.5160815295
86.3779256966 5.5049030458
86.0525975410 5.5061920498
85.7204368689 5.5173648779
85.3913112052 5.5160257722
85.0543710782 5.5210325408
84.7429095055 5.4847459373
84.5025816463 5.5228223862
84.2958400300 5.4644461306
84.0518749866 5.4056945984
83.8194043966 5.3235638725
83.5746474137 5.2597643900
83.3177992812 5.2173991606
83.0524358544 5.1936197754
82.7859456128 5.1752177748
82.5391302289 5.1105360571
82.3516040255 5.1219037916
82.1959954429 5.0657004753
82.0095498019 5.0271700634
81.8250724896 4.9761323076
81.6319566353 4.9330468700
81.4379806742 4.9039027409
81.2424326343 4.9036947690
81.0572751115 4.9425564208
80.8931762283 5.0209031161
80.7540800960 5.1240399855
80.6314794833 5.2301380507
80.5190499275 5.3319440971
80.4213857558 5.4329970716
80.3098586210 5.4896263010
80.2928766676 5.5709231642
80.2475776032 5.6343509376
80.1569751908 5.6438453162
80.0792178437 5.7040589107
80.0198640934 5.7681911741
80.0097434245 5.8464042958
80.0095631174 5.9225134136
79.9474235293 5.9655248295
79.8956459008 6.0226516100
79.8640281135 6.0985546490
79.8420274174 6.1786194241
79.7795541608 6.2091637720
79.7208008670 6.1738176950
79.6971070428 6.2510275886
79.6965633817 6.3297064557
79.6443264265 6.3880075210
79.6085415624 6.4670301336
79.5824241174 6.5510883053
79.5511408528 6.6192072399
79.5009652149 6.6604915087
79.4623507155 6.7279448254
79.4266897352 6.8047882106
79.3782405415 6.8762359897
79.3288080145 6.9655932001
79.2657072616 7.0419017790
79.2141509499 7.1244195319
79.1935674831 7.2022336437
79.1357089125 7.2540078590
79.0834223896 7.3267107696
79.0321639938 7.4027654897
78.9813271229 7.4761651150
78.9363323404 7.5469164896
78.8851366375 7.6148980150
78.8299501376 7.6771594585
78.7784562797 7.7464828730
78.7282070940 7.8204441690
78.6787255356 7.9016841711
78.6118408739 7.9674985840
78.5535535761 8.0303180344
78.5017636976 8.0920836268
78.4542006093 8.1462438712
78.4183462201 8.1929697834
78.3728296687 8.2211229231
78.3305589856 8.2534293874
78.3255977201 8.3015693399
