LON     LAT
80.2804536168 11.0975110917
80.2413219367 11.1172637288
80.2023809240 11.1388637598
80.1656015445 11.1185658930
80.1276230498 11.1428729147
80.0900013413 11.1658805812
80.0552106606 11.1447376569
80.0189952178 11.1629328200
79.9852229797 11.1383933775
79.9501491830 11.1530799532
79.9153624053 11.1672627158
79.8828388742 11.1428846911
79.8487672942 11.1556217341
98.6906444889 11.1335150535
98.6732576947 11.1516473154
98.6535676462 11.1694927416
98.6322576251 11.1872941172
98.6056027278 11.1780129409
98.5809264174 11.1690268819
98.5820124503 11.1956591190
98.5577624459 11.2133633390
98.5351800303 11.2333937245
98.5124345280 11.2545013565
98.4879102745 11.2479686338
98.4846571905 11.2728654680
98.4528136490 11.2820983371
98.4257432817 11.2972156838
98.3984881575 11.3110160283
98.3718041583 11.3229011390
98.3592441438 11.3491090248
98.3454548522 11.3746136711
98.3323732349 11.4016641253
98.3226614984 11.4282961064
98.3147913416 11.4554468191
98.2905947221 11.4621666725
98.2829151797 11.4857980192
98.2587007972 11.4983390521
98.1972855926 11.5969870776
98.1755817214 11.6196811969
98.1516886421 11.6411575466
98.1253770254 11.6622924906
98.1010091630 11.6849705221
98.0682101768 11.6790817343
98.0017140446 11.7841143800
97.9820086259 11.7947264806
97.9647591172 11.8088656027
97.9496255358 11.8267186614
97.9397528881 11.8479271404
97.9150310062 11.8506170100
97.8920802257 11.8586543028
97.8669462983 11.8645788269
97.8556655244 11.8885833838
97.8279111424 11.8912554356
97.8184935229 11.9184907342
97.7926761597 11.9248881340
97.7640806635 11.9294822159
97.7514167872 11.9530374970
97.7372721376 11.9772023465
97.7255900995 12.0056478563
97.6907542794 12.0064110338
97.6620037414 12.0001655589
97.6623854174 12.0240563740
97.6393133822 12.0435286866
97.6125681395 12.0402797124
97.5890627541 12.0655381846
97.5558310215 12.0728713315
97.5241481865 12.0759193710
97.5105067126 12.1044289345
97.4969165588 12.1322528058
97.4645203484 12.1363543932
97.4333856365 12.1459282247
97.4248294094 12.1767250496
97.4185744921 12.2078494880
97.4136669110 12.2395976319
97.3842013019 12.2526212602
97.3818868199 12.2855756212
97.3532330516 12.2986417031
97.3245855003 12.3114152705
97.2959156829 12.3240867564
97.2668577992 12.3366900803
97.2372082447 12.3517739036
97.2082036411 12.3715288035
97.1809885839 12.3951336348
97.1544267062 12.4206353317
97.1226105166 12.4115256952
97.0902849719 12.4022279031
97.0618323664 12.4288409738
97.0335507321 12.4561367893
97.0058437437 12.4848832594
96.9816110623 12.5168446181
96.9478112967 12.5157004361
96.9117573395 12.5117070322
96.8874514344 12.5390961484
96.8518435436 12.5294488757
96.8249633314 12.5564366721
96.7982706374 12.5844597867
96.7726335534 12.6155388298
96.7368763493 12.6118955107
96.7015391469 12.6111229455
96.6653396173 12.6106366717
96.6281691149 12.6068261287
96.6015648754 12.6374305012
96.5739934423 12.6663199515
96.5457267557 12.6936855038
96.5170683942 12.7199619514
96.4864718154 12.7414652240
96.4559784539 12.7671420259
96.4181800577 12.7602588008
96.3794284546 12.7549827055
96.3554891445 12.7916487483
96.3166526347 12.7892225961
96.2760375630 12.7850305579
96.2487915801 12.8149791403
96.2206856647 12.8429882213
96.1922490441 12.8705603720
96.1483549163 12.8592393421
96.1047238527 12.8485875563
96.0612403390 12.8380037453
96.0319965144 12.8688872891
95.9875190855 12.8566483505
95.9576648079 12.8868308626
95.9110935001 12.8773992273
95.8731390738 12.8934976478
95.8368768395 12.8879855125
95.7974523232 12.8839789287
95.7566036135 12.8811680081
95.7308597393 12.9203078910
95.6893392789 12.9195826251
95.6459202159 12.9193009246
95.5971509834 12.9210081419
95.5512762207 12.9465900982
95.5123437521 12.9261414166
95.4731042036 12.9046323946
95.4333690406 12.9262315150
95.3938436917 12.9460602670
95.3553958714 12.9192350440
95.3160853613 12.9356927262
95.2768941080 12.9508799781
95.2378122853 12.9651242915
95.1988217746 12.9786903634
95.1599299990 12.9917394746
95.1210656271 12.9593263352
95.0822562160 12.9714544629
95.0436215240 12.9830916746
95.0053068354 12.9944125585
94.9674577232 13.0057290261
94.9298188869 13.0171355008
94.8909995169 13.0274336572
94.8529388437 12.9939913544
94.8141140733 13.0030546455
94.7758265986 13.0203353836
94.7369141992 12.9939485784
94.6966889820 12.9683212479
94.6589784367 12.9858579127
94.6215912669 13.0025428436
94.5845013546 13.0198174937
94.5452625290 12.9953499133
94.5059688756 12.9737246559
94.4666779146 12.9544708182
94.4273567061 12.9363613724
94.3879523680 12.9181854903
94.3484950063 12.8995423268
94.3091421908 12.8811125971
94.2701041866 12.8641693285
94.2315108910 12.8497117807
94.1933409775 12.8378981518
94.1554445715 12.8280988691
94.1175932293 12.8193474385
94.0794883673 12.8107468409
94.0406681728 12.8015481148
94.0001840025 12.7908074244
93.9595953532 12.8000957261
93.9299031604 12.7829150134
93.8984678652 12.7606918958
93.8661660849 12.7386773449
93.8314212008 12.7552175413
93.7991392022 12.7331881235
93.7670535699 12.7116356616
93.7351712820 12.6904576650
93.7032684873 12.6703340157
93.6708923860 12.6524800261
93.6380217122 12.6381515708
93.6053959862 12.6275092279
93.5735064901 12.6192786489
93.5421858713 12.6119069596
93.5111776650 12.6044971005
93.5076563939 12.5689930983
93.4770984071 12.5617448892
93.4475302442 12.5532711825
93.4202861051 12.5438916744
93.4087825833 12.5177392888
93.3993148546 12.4862545182
93.3891997712 12.4543302010
93.3780512964 12.4229243304
93.3459821521 12.4181277855
93.3137674527 12.4120673703
93.3027001571 12.3828692036
93.2714958404 12.3765990231
93.2410859938 12.3689489012
93.2152888796 12.3540982895
93.1912371205 12.3392096021
93.1676592998 12.3294417551
93.1593879420 12.3082858487
93.1524152821 12.2853466848
93.1468914227 12.2615179701
93.1241462022 12.2552889702
93.1037229360 12.2443332630
93.0848571534 12.2329645539
93.0824927315 12.2134907930
93.0808292021 12.1947897295
93.0821512078 12.1750244602
93.0677975376 12.1676851227
93.0720610968 12.1545928087
93.0713706247 12.1420882689
93.0695032076 12.1213378428
93.0603219898 12.1047019446
92.9130189691 12.0040042876
92.9414902864 12.0142453235
92.8843198995 11.9959023301
92.8589246590 11.9884303222
92.8487664985 11.9685367568
92.8267634447 11.9864406568
92.7961339708 11.9841706719
92.7731701056 12.0014900957
92.5537759117 11.9402499862
92.5692338677 11.9250903028
92.5434790579 11.9655226568
92.5277904509 11.9897801872
92.5045909169 12.0024583131
92.4948731643 12.0300512682
92.4970144855 12.0629868799
92.5020591481 12.0939515141
92.4758201073 12.1149682333
92.4813451484 12.1492070982
92.4550258135 12.1744690761
92.4249870955 12.1853573367
92.4066624787 12.2128515266
92.3766266350 12.2091997211
92.3550393366 12.2394019324
92.3323580618 12.2679731453
92.3087995368 12.2953330118
92.2845617023 12.3225800692
92.2600939962 12.3505869141
92.2360371608 12.3797377188
92.2169869377 12.4131492387
92.2110461811 12.4480987060
92.1794790762 12.4623064987
92.1485794965 12.4813519554
92.1175856471 12.5010880090
92.0865735358 12.5212142650
92.0556389547 12.5417295428
92.0247231841 12.5625486183
91.9936984557 12.5835770067
91.9625313641 12.6049188985
91.9313229087 12.6270542096
91.9002387100 12.6507610637
91.8694347447 12.6767703442
91.8390212159 12.7054503325
91.8090663676 12.7368086712
91.7796035666 12.7706890631
91.7506249490 12.8068457203
91.7220719090 12.8449148452
91.6938425554 12.8844183169
91.6658447584 12.9249026389
91.6380765219 12.9661411956
91.6106420659 13.0081709869
91.5835864226 13.0510184120
91.5564793136 13.0942188759
91.5170993847 13.0923954293
91.4841858339 13.1285922761
91.4509562848 13.1593400402
91.4189487304 13.1944072695
91.3864450718 13.2294690756
91.3392076259 13.2204348794
91.3075812286 13.2602756901
91.2613451447 13.2564479924
91.2145892451 13.2518778489
91.1834940850 13.2935035620
91.1509995604 13.3319572853
91.1166112328 13.3672674691
91.0808322594 13.4006067673
91.0445937665 13.4332769675
91.0083795696 13.4662903699
90.9724814823 13.5005705792
90.9371805771 13.5370702896
90.9027457945 13.5766100666
90.8693123341 13.6196038976
90.8197019680 13.6155479645
90.7878988334 13.6641748621
90.7389097517 13.6637042052
90.6895977943 13.6632292640
90.6395567255 13.6613816046
90.5879708467 13.6558361850
90.5513319349 13.6962594998
90.4985995635 13.6881216310
90.4643423239 13.7380060475
90.4096281688 13.7336348160
90.3537338623 13.7279081971
90.3189474479 13.7725645492
90.2837643537 13.8162570245
90.2485715387 13.8599764055
90.1910184609 13.8515584925
90.1319485280 13.8408793325
90.0950931067 13.8798409161
90.0593537649 13.9190616077
89.9998697131 13.9048917855
89.9661542771 13.9458486601
89.9140501578 13.9381582481
89.8652012281 13.9667143630
89.8054479499 13.9722035426
89.7469129924 13.9763319479
89.7175779216 14.0318185822
89.6570798911 14.0315473582
89.5960186910 14.0302277299
89.5350224678 14.0293035084
89.4747251674 14.0300690803
89.4153012425 14.0327456931
89.3563270227 14.0363852654
89.2969581887 14.0394092589
89.2354844526 14.0404139880
89.2094584560 14.0854977982
89.1611027306 14.1171425805
89.1018819544 14.0675979850
89.0364365513 14.0628769631
88.9863476965 14.0858290544
88.9312179474 14.1060071204
88.8707223577 14.1243183407
88.8078509791 14.1449088157
88.7448219563 14.1642359172
88.6792484787 14.1800885778
88.6159804386 14.1961977913
88.5563108848 14.2141353783
88.4944132851 14.2274780550
88.4324846257 14.2355228229
88.3692593425 14.2466206100
88.3050744573 14.2592613610
88.2400981092 14.2732929535
88.1750096780 14.2906388261
88.1166019543 14.3201300498
88.0569963064 14.3120783821
87.9910386530 14.3182720662
87.9251267239 14.3276323320
87.8598283020 14.3378442974
87.7949325435 14.3482633640
87.7299013905 14.3580693660
87.6646997881 14.3664923875
87.5997023758 14.3736881762
87.5347985498 14.3805521829
87.4694633409 14.3874932536
87.4036813715 14.3940077741
87.3377260462 14.3997689475
87.2718406557 14.4048843221
87.2060819112 14.4097664900
87.1404940431 14.4149447685
87.0751084072 14.4208839686
87.0092216515 14.4254186982
86.9436965647 14.4269821401
86.8788045468 14.4270976259
86.8129838171 14.4279758607
86.7464377816 14.4290324382
86.6794965716 14.4298000234
86.6123603746 14.4300975210
86.5451409143 14.4298776484
86.4779373863 14.4290680237
86.4108450814 14.4274606447
86.3437425506 14.4249582521
86.2764036607 14.4216949274
86.2086202108 14.4181045776
86.1403060867 14.4147517552
86.0715594836 14.4118346601
86.0030459908 14.4084080460
85.9392796536 14.3965981943
85.8720536428 14.3848028560
85.8055757857 14.3817093554
85.7386513855 14.3787610821
85.6714426076 14.3755699155
85.6042886358 14.3723252990
85.5371744574 14.3691110395
85.4694743077 14.3655794217
85.4007800163 14.3612949227
85.3685172597 14.3028238891
85.2989267704 14.2976553581
85.2302236800 14.2928858978
85.1619402160 14.2893279219
85.0932077602 14.2862614005
85.0232494214 14.2825040360
84.9519803834 14.2777086602
84.8798045691 14.2721029357
84.8449710106 14.3240346958
84.7762819115 14.3224464878
84.7093752029 14.3256669964
84.6698256565 14.2707814505
84.6018754632 14.2792426631
84.5595126359 14.2272475712
84.4910057491 14.2359368264
84.4467681673 14.1853750699
84.3777731391 14.1946868774
84.3098885861 14.2054391782
84.2634523768 14.1567394593
84.1972165719 14.1713425939
84.1492591020 14.1250905232
84.0846062638 14.1442024465
84.0348287886 14.1006915211
83.9724732615 14.1229040998
83.9212433811 14.0814935109
83.8690295641 14.0411316295
83.8094727096 14.0673160530
83.7530558857 14.0958386307
83.6998505349 14.0585278161
83.6459664985 14.0227029338
83.5916182385 13.9888179055
83.5374768471 13.9575274911
83.4861050044 13.9301148846
83.4265429911 13.9468880133
83.3992024705 13.8907119662
83.3359584510 13.8696863847
83.2830728205 13.8304195213
83.2336475499 13.7912898423
83.1672907878 13.8135098380
83.1208382317 13.7716995433
83.0746005415 13.7296868165
83.0108244942 13.7501504011
82.9647918323 13.7096769976
82.9181527531 13.6703287620
82.8709931233 13.6316186582
82.8234840063 13.5928145272
82.7757411677 13.5533988745
82.7278256700 13.5131399341
82.6798417358 13.4717903698
82.6320906201 13.4286891141
82.5856301575 13.3816459205
82.5281308227 13.3953729730
82.4815360394 13.3556513726
82.4285066332 13.3246653659
82.3750464289 13.2955047322
82.3223861969 13.2656383091
82.2707730518 13.2344315679
82.2201758722 13.2024875013
82.1699190854 13.1715149899
82.1141411691 13.1494350999
82.0604082313 13.1323854880
82.0070221516 13.1095938083
81.9536852346 13.0890937443
81.9006115186 13.0705018172
81.8477652420 13.0521973695
81.7950341998 13.0328291158
81.7884895362 12.9741368426
81.7348558159 12.9538855697
81.6810700924 12.9325321079
81.6271664673 12.9105781800
81.5731642191 12.8881440174
81.5190779619 12.8652333381
81.4650096861 12.8421872131
81.4111988482 12.8198514144
81.3990954955 12.7655906403
81.3868911952 12.7113040582
81.3335736096 12.6918404435
81.2812648981 12.6745452220
81.2699341914 12.6212404587
81.2592743459 12.5676950641
81.2490910078 12.5139393727
81.1987911147 12.5002621211
81.1886772374 12.4469598959
81.1778993428 12.3936864862
81.1282930412 12.3830246319
81.0795404669 12.3739219659
81.0667665903 12.3222294186
81.0522708074 12.2710103992
81.0360118550 12.2203711106
80.9863133411 12.2151295474
80.9677997031 12.1660624568
80.9477043294 12.1176584928
80.9262163069 12.0699801308
80.9035530560 12.0229690934
80.8793863225 11.9765615807
80.8534495404 11.9309935838
80.8037103657 11.9330889795
80.7756930457 11.8903200700
80.7473371532 11.8469156724
80.7197219328 11.8027285126
80.6933768192 11.7576043962
80.6676096953 11.7134288553
80.6401990994 11.6770851331
80.6272972797 11.6290299207
80.5886159403 11.5858084000
80.5490861018 11.5488524348
80.5094575869 11.5159520506
80.4760292236 11.4797645244
80.4321124074 11.4843376804
80.4032137610 11.4448916253
80.3763992428 11.4102037854
80.3348449664 11.3951760235
80.3404210551 11.3421878493
80.3463679513 11.2934172968
80.3512334561 11.2458363663
80.3548959565 11.1986019527
80.3168315148 11.1705475008
80.3188631550 11.1244295966
80.2790302460 11.1429553915
80.2393989567 11.1620933385
80.1998875360 11.1830818661
80.1636290078 11.1621558730
80.1250687878 11.1858452207
80.0869213975 11.2081860385
80.0528382554 11.1863236249
80.0164573035 11.2036983103
79.9834056659 11.1784360716
79.9484569636 11.1920032490
79.9139617636 11.2052982405
79.8810164503 11.1827928769
79.8460863571 11.1933377814
98.7011386721 11.1599591613
98.6819277035 11.1792698253
98.6604086975 11.1971939514
98.6376359344 11.2147755245
98.6095534353 11.2050318953
98.5859963975 11.2227730846
98.5626500010 11.2412505290
98.5392884310 11.2608910741
98.5148665827 11.2804578353
98.4939366035 11.3001405754
98.4700519084 11.2956122637
98.4465870747 11.3122148515
98.4172803267 11.3254035542
98.3895658305 11.3395984143
98.3781915551 11.3677600571
98.3601186071 11.3949917543
98.3497870581 11.4217165461
98.3414409159 11.4485462598
98.3327246722 11.4721693184
98.3096442715 11.4863430364
98.2896382682 11.5093190054
98.2684653026 11.5264634740
98.2064169369 11.6305506617
98.1829402666 11.6519893724
98.1577258498 11.6727812777
98.1320989691 11.6951694412
98.1013714169 11.7112990761
98.0734411979 11.6997197206
98.0032634180 11.8052045825
97.9889620689 11.8202817781
97.9722739920 11.8302267573
97.9649779315 11.8477650996
97.9566471313 11.8670388236
97.9334388584 11.8724202108
97.9104823711 11.8806507256
97.8855158646 11.8907123403
97.8687488093 11.9109119109
97.8449868961 11.9148559624
97.8373723280 11.9417378497
97.8102142558 11.9472116755
97.7817727424 11.9512350694
97.7691816621 11.9756789788
97.7545542957 11.9964599973
97.7555641143 12.0203389006
97.7311413097 12.0370888349
97.7081341284 12.0274454897
97.6854993608 12.0374778473
97.6633829921 12.0490426671
97.6500918200 12.0708029898
97.6207754611 12.0689623489
97.6042596230 12.0951734420
97.5737819047 12.0970174269
97.5420128454 12.1012809298
97.5274172545 12.1308699094
97.5108935857 12.1623206695
97.4822046961 12.1555698562
97.4546499308 12.1656216551
97.4489515966 12.1951989054
97.4433231474 12.2259018535
97.4390905227 12.2574382058
97.4105122121 12.2718873312
97.4093255907 12.3045093286
97.3814021579 12.3188548869
97.3532931300 12.3328157227
97.3250933338 12.3467265138
97.2966489695 12.3597373819
97.2671636755 12.3696205894
97.2370455848 12.3842207194
97.2110705759 12.4057640475
97.1857576932 12.4299748969
97.1604767330 12.4557039799
97.1280823607 12.4469918927
97.0952146252 12.4380853534
97.0680036235 12.4649742260
97.0412735113 12.4928031313
97.0160664061 12.5227072333
96.9921505017 12.5553992687
96.9583024487 12.5520336923
96.9233406125 12.5472777504
96.8981991824 12.5762768904
96.8617930059 12.5665891843
96.8353031939 12.5933745217
96.8089505594 12.6214812648
96.7837023829 12.6527739545
96.7482444207 12.6499184507
96.7127981718 12.6486775555
96.6767259101 12.6474959031
96.6395376434 12.6442517470
96.6130787450 12.6758425919
96.5857353543 12.7055773207
96.5574812062 12.7343985642
96.5281071887 12.7642561101
96.4911782499 12.7755114139
96.4700867210 12.8042043645
96.4320102604 12.7991467036
96.3938966707 12.7949743557
96.3706045937 12.8313208742
96.3314511370 12.8282348901
96.2909034030 12.8232542102
96.2639800424 12.8537697790
96.2362480255 12.8820648960
96.2082586963 12.9097065713
96.1639690353 12.8988785525
96.1198455905 12.8889025415
96.0758035148 12.8794334542
96.0469920840 12.9118565091
96.0032840330 12.9002674569
95.9740091155 12.9285415259
95.9317900480 12.9215680530
95.8925629692 12.9242057869
95.8515931291 12.9273113279
95.8119605461 12.9244220229
95.7717130577 12.9218165399
95.7471760221 12.9612841744
95.7065745181 12.9608831723
95.6659228612 12.9601150224
95.6247189979 12.9591146504
95.5838754989 12.9704073518
95.5456080538 12.9935022095
95.5099337315 12.9709652361
95.4718838984 12.9492418229
95.4320713563 12.9709507439
95.3926660290 12.9908211289
95.3544922259 12.9640874098
95.3153199750 12.9805348145
95.2762428177 12.9957139321
95.2372494332 13.0099592019
95.1983308832 13.0235295772
95.1595013312 13.0365730186
95.1211042382 13.0043218036
95.0824178876 13.0164214173
95.0439012132 13.0280406791
95.0056166322 13.0393187139
94.9674476364 13.0503177501
94.9289613453 13.0607497627
94.8902648101 13.0707931178
94.8520454418 13.0372975595
94.8138541585 13.0495247369
94.7759295228 13.0657595362
94.7376874471 13.0388639684
94.6986892911 13.0126501659
94.6609691857 13.0300288061
94.6235497451 13.0465616953
94.5863428780 13.0636594693
94.5477262221 13.0390765543
94.5089718504 13.0173316840
94.4701429290 12.9979368718
94.4312184311 12.9796622465
94.3921395080 12.9613000142
94.3529066874 12.9424552269
94.3136481830 12.9238137577
94.2745799913 12.9066490207
94.2358792639 12.8919552748
94.1975867793 12.8798874629
94.1596098269 12.8698338577
94.1217912189 12.8608997377
94.0839742921 12.8523667906
94.0460342940 12.8438869387
94.0079089415 12.8357528710
93.9693374862 12.8332359369
93.9274456789 12.8279280573
93.8947941080 12.8011097340
93.8631280284 12.7792587778
93.8279586041 12.7927979123
93.7963491229 12.7713336796
93.7649396828 12.7502728409
93.7338630609 12.7289897816
93.7030948635 12.7082585166
93.6724098410 12.6891748170
93.6405216589 12.6736528311
93.6076202164 12.6634296992
93.5755282973 12.6564794951
93.5443722393 12.6491262139
93.5134952860 12.6406282284
93.4827453856 12.6313155409
93.4803459393 12.5962442570
93.4496774064 12.5862764115
93.4189393597 12.5732645760
93.3888556586 12.5510526243
93.3776037458 12.5147391033
93.3676667455 12.4811210294
93.3572112108 12.4490448950
93.3249420354 12.4421613123
93.2923001552 12.4339888364
93.2812691407 12.4047496832
93.2482577586 12.3961087537
93.2140256813 12.3850030370
93.1915758005 12.3632552078
93.1620242686 12.3540077203
93.1405935569 12.3293535528
93.1308699128 12.3046479923
93.1270887699 12.2792831295
93.1043876208 12.2690427669
93.0845941483 12.2564031320
93.0677610192 12.2446580479
93.0597656201 12.2254576863
93.0610871460 12.2052771622
93.0653647356 12.1864255617
93.0536621542 12.1767301337
92.9205376974 12.0315044677
92.8915996119 12.0219764149
92.9503575003 12.0387166337
92.8563157814 12.0163701099
92.8266117065 12.0190985001
92.8014046437 12.0114256146
92.7787728763 12.0340091955
92.5823047194 11.9364669221
92.5693064653 11.9625533619
92.5587040095 11.9900234821
92.5486864179 12.0130023309
92.5243346317 12.0205062666
92.5188495974 12.0455921065
92.5268099338 12.0712790217
92.5329563879 12.1016948925
92.5077098676 12.1259386647
92.5153414168 12.1582766343
92.4906786850 12.1830890635
92.4694253779 12.2110291753
92.4384419248 12.2118564395
92.4179689889 12.2441392549
92.3863048737 12.2430592377
92.3650030834 12.2738236853
92.3426602959 12.3026889228
92.3187313433 12.3296076848
92.2936779043 12.3559376392
92.2694117307 12.3819885974
92.2476454979 12.4058233522
92.2440419903 12.4358542794
92.2437337396 12.4694646997
92.2130160860 12.4858653871
92.1828300215 12.5023386751
92.1525199532 12.5202559668
92.1219267644 12.5392341013
92.0913887256 12.5592664983
92.0610674622 12.5800493001
92.0307900905 12.6012153636
92.0003556883 12.6226014526
91.9697434062 12.6443368332
91.9390571063 12.6668921302
91.9084690751 12.6910023731
91.8781609320 12.7173638872
91.8482677635 12.7463542554
91.8188581140 12.7780100530
91.7899449715 12.8121779424
91.7614967528 12.8486080565
91.7334373411 12.8869397117
91.7056604413 12.9267013890
91.6780828561 12.9674372291
91.6506997143 13.0088989264
91.6235366597 13.0510839057
91.5964201517 13.0939948264
91.5688352662 13.1373283513
91.5274752841 13.1362049762
91.4971281926 13.1734533636
91.4658206064 13.2072256864
91.4336930678 13.2408395144
91.4016340751 13.2745210994
91.3543902070 13.2657325913
91.3236843874 13.3051956843
91.2778728811 13.3040522941
91.2315643792 13.3005780528
91.2013527634 13.3425207630
91.1686045340 13.3805693988
91.1331828121 13.4155948786
91.0969987386 13.4490690159
91.0607220315 13.4820261940
91.0245993132 13.5153414032
90.9888214011 13.5498968832
90.9536433110 13.5866389844
90.9193375941 13.6263851058
90.8860602077 13.6695422354
90.8368635894 13.6657909809
90.8052058250 13.7144981853
90.7564406137 13.7142269565
90.7071108771 13.7138171995
90.6567127189 13.7118889872
90.6047548308 13.7068826977
90.5705199525 13.7510319129
90.5176390502 13.7435507327
90.4841857505 13.7912808897
90.4303848435 13.7861013921
90.3752425715 13.7801826396
90.3404721262 13.8247436156
90.3054741870 13.8682988016
90.2707179265 13.9119242340
90.2135616278 13.9035787366
90.1551007718 13.8935527992
90.1193012896 13.9336967544
90.0832932759 13.9723934710
90.0238565464 13.9578570953
89.9870661419 13.9959618215
89.9266750186 13.9851953479
89.8909072195 14.0269394069
89.8360073777 14.0289467641
89.7772701306 14.0306318668
89.7472603764 14.0851158495
89.6864470899 14.0841529482
89.6255855178 14.0827068625
89.5650505255 14.0817979685
89.5052866101 14.0825715291
89.4463094941 14.0851750776
89.3875342131 14.0885503920
89.3281353965 14.0910600075
89.2679639697 14.0909290216
89.2306915342 14.1371988998
89.1940372700 14.1824688984
89.1291484217 14.1823375684
89.1024987033 14.1303901514
89.0484079753 14.1128419221
88.9962398132 14.1446228802
88.9371032530 14.1618177426
88.8714011202 14.1793357603
88.8090198425 14.2078565996
88.7362285425 14.2249281126
88.6694936490 14.2418444916
88.6034508858 14.2578256087
88.5389019404 14.2734049978
88.4748097864 14.2855748256
88.4112580976 14.2960443031
88.3480062504 14.3078849059
88.2851100351 14.3207346706
88.2234529204 14.3351156591
88.1658960788 14.3535966236
88.1150977915 14.3763940008
88.0652822335 14.3717362462
88.0074813797 14.3741517361
87.9450729378 14.3820351028
87.8811642508 14.3916688861
87.8167736125 14.4016091978
87.7520902908 14.4111828533
87.6871699473 14.4199847269
87.6221843306 14.4279235378
87.5572288036 14.4352256608
87.4921624664 14.4421586743
87.4268260024 14.4487481968
87.3612716248 14.4548354195
87.2956341450 14.4603707402
87.2300095996 14.4654751265
87.1644157290 14.4704032041
87.0987678234 14.4753660581
87.0327928464 14.4797807394
86.9666512952 14.4828472348
86.9007869473 14.4845377829
86.8350696241 14.4856260226
86.7690066614 14.4866895705
86.7025973759 14.4875297342
86.6359494494 14.4879755172
86.5691532778 14.4879824202
86.5023003406 14.4875290365
86.4355515401 14.4864220193
86.3691327934 14.4840234781
86.3025702273 14.4803477921
86.2355097137 14.4759523958
86.1677514326 14.4719235244
86.0990763256 14.4690885017
86.0287846696 14.4673179627
85.9550659867 14.4659226817
85.8977670527 14.4354380667
85.8365424068 14.4363633739
85.7705385711 14.4355259368
85.7030372387 14.4338973165
85.6352899755 14.4320574866
85.5677669650 14.4296033729
85.5001093017 14.4258557944
85.4318487762 14.4208357667
85.3633109330 14.4155340621
85.3317695543 14.3564676158
85.2633765276 14.3518713098
85.1954968023 14.3480526933
85.1273236750 14.3444181287
85.0580384570 14.3400187130
84.9874220726 14.3346472602
84.9160626743 14.3290351148
84.8818464890 14.3815492914
84.8137150022 14.3799914490
84.7471659961 14.3816547605
84.6809640511 14.3857566366
84.6422364334 14.3320778855
84.5747999000 14.3388446084
84.5337354985 14.2870436582
84.4657791445 14.2948483494
84.4225352858 14.2444797897
84.3551118504 14.2544189250
84.2895429724 14.2667474114
84.2439852208 14.2187231676
84.1802241725 14.2348813093
84.1330910103 14.1889514631
84.0713356983 14.2090955773
84.0225594342 14.1654452352
83.9633837919 14.1890251826
83.9131258448 14.1473970019
83.8618342352 14.1068480752
83.8054322936 14.1344089460
83.7516129673 14.1638417335
83.6992077529 14.1261744091
83.6459730900 14.0898432283
83.5919817500 14.0550518666
83.5372314537 14.0218475808
83.4816360570 13.9890755836
83.4292593560 14.0197627977
83.3734444401 13.9934576772
83.3589783684 13.9335863221
83.3000035565 13.9262731311
83.2596240626 13.8935921524
83.2137422415 13.8550145004
83.1481131456 13.8759128665
83.1020806291 13.8335118094
83.0564325771 13.7916311959
82.9923601231 13.8115130943
82.9471637143 13.7711941402
82.9014280556 13.7320165984
82.8552205371 13.6934774182
82.8087029494 13.6548070636
82.7619709936 13.6154256418
82.7150216461 13.5750087349
82.6678279833 13.5332533268
82.6204521841 13.4897749298
82.5733738544 13.4440706683
82.5157614077 13.4624417615
82.4691637472 13.4225055128
82.4204390475 13.3884698147
82.3691815481 13.3579193613
82.3176299199 13.3274995785
82.2667144066 13.2959447483
82.2168578085 13.2633530376
82.1687512585 13.2307193480
82.1246823425 13.2002136450
82.0672595851 13.2005555960
82.0111950530 13.1727806916
81.9572655045 13.1500967569
81.9043418501 13.1303499606
81.8519864183 13.1113221036
81.7999036880 13.0913987099
81.7479057641 13.0700334107
81.7421941429 13.0119429495
81.6892187032 12.9900249960
81.6361178562 12.9674505155
81.5828813183 12.9443894177
81.5295053697 12.9208359496
81.4760665801 12.8971407079
81.4227730060 12.8741535854
81.3698956527 12.8528355605
81.3579418373 12.7991884295
81.3457063324 12.7455687991
81.2931924314 12.7276630956
81.2415945340 12.7118485995
81.2299481056 12.6593046767
81.2190143957 12.6065240256
81.2087360208 12.5535022382
81.1591453744 12.5410374623
81.1493856614 12.4883958644
81.1392846770 12.4356937890
81.0907696982 12.4259310759
81.0432108275 12.4172590611
81.0316700763 12.3659029801
81.0183269944 12.3150254876
81.0031532290 12.2647820735
80.9544571777 12.2593764500
80.9370711655 12.2107135160
80.9181119407 12.1625663669
80.8977072660 12.1151250268
80.8762803545 12.0684580849
80.8543369396 12.0224052890
80.8303172844 11.9770043421
80.7828664457 11.9788509256
80.7548796028 11.9389446308
80.7265943795 11.8964493981
80.6969383733 11.8528252820
80.6694782920 11.8079544875
80.6436720340 11.7619926424
80.6180366590 11.7192766208
80.5969795859 11.6740005910
80.5764737434 11.6308887917
80.5412113490 11.5936161090
80.5002327570 11.5640075101
80.4577116593 11.5333265254
80.4128455557 11.5220251307
80.3863162770 11.4852699547
80.3584130932 11.4453670673
80.3173959412 11.4443120031
80.2892345856 11.4047259699
80.2987682973 11.3582788133
80.3043914940 11.3103955493
80.3094992182 11.2633815080
80.3137319296 11.2168560833
80.2765219179 11.1884590735
80.2363479593 11.2069325760
80.1961978036 11.2272920562
