Chennai,2013-09-27 01:02:00,9999.990,92.000,9999.990
Chennai,2013-09-27 01:03:00,9999.990,92.000,9999.990
Chennai,2013-09-27 01:04:00,-952.900,92.000,9999.990
Chennai,2013-09-27 01:05:00,544.800,92.000,9999.990
Chennai,2013-09-27 01:06:00,-133.500,92.000,9999.990
Chennai,2013-09-27 01:07:00,545.000,92.000,9999.990
Chennai,2013-09-27 01:08:00,545.000,92.000,9999.990
Chennai,2013-09-27 01:09:00,545.300,92.000,9999.990
Chennai,2013-09-27 01:10:00,545.300,92.000,9999.990
Chennai,2013-09-27 01:11:00,544.300,92.000,9999.990
Chennai,2013-09-27 01:12:00,544.700,92.000,9999.990
Chennai,2013-09-27 01:13:00,543.800,92.000,9999.990
Chennai,2013-09-27 01:14:00,543.900,92.000,9999.990
Chennai,2013-09-27 01:15:00,543.700,92.000,9999.990
Chennai,2013-09-27 01:16:00,544.000,92.000,9999.990
Chennai,2013-09-27 01:17:00,543.300,92.000,9999.990
Chennai,2013-09-27 01:18:00,543.300,92.000,9999.990
Chennai,2013-09-27 01:19:00,543.500,92.000,9999.990
Chennai,2013-09-27 01:20:00,543.600,92.000,9999.990
Chennai,2013-09-27 01:21:00,543.800,92.000,9999.990
Chennai,2013-09-27 01:22:00,543.500,92.000,9999.990
Chennai,2013-09-27 01:23:00,544.000,92.000,9999.990
Chennai,2013-09-27 01:24:00,544.000,92.000,9999.990
Chennai,2013-09-27 01:25:00,543.700,92.000,9999.990
Chennai,2013-09-27 01:26:00,543.200,92.000,9999.990
Chennai,2013-09-27 01:27:00,543.800,92.000,9999.990
Chennai,2013-09-27 01:28:00,543.500,92.000,9999.990
Chennai,2013-09-27 01:29:00,544.000,92.000,9999.990
Chennai,2013-09-27 01:30:00,543.300,92.000,9999.990
Chennai,2013-09-27 01:31:00,544.400,92.000,9999.990
Chennai,2013-09-27 01:32:00,546.500,92.000,9999.990
Chennai,2013-09-27 01:33:00,546.600,92.000,9999.990
Chennai,2013-09-27 01:34:00,545.400,92.000,9999.990
Chennai,2013-09-27 01:35:00,544.500,92.000,9999.990
Chennai,2013-09-27 01:36:00,544.800,92.000,9999.990
Chennai,2013-09-27 01:37:00,546.600,92.000,9999.990
Chennai,2013-09-27 01:38:00,546.400,92.000,9999.990
Chennai,2013-09-27 01:39:00,546.700,92.000,9999.990
Chennai,2013-09-27 01:40:00,545.200,92.000,9999.990
Chennai,2013-09-27 01:41:00,545.000,92.000,9999.990
Chennai,2013-09-27 01:42:00,544.000,92.000,9999.990
Chennai,2013-09-27 01:43:00,545.500,92.000,9999.990
Chennai,2013-09-27 01:44:00,546.400,92.000,9999.990
Chennai,2013-09-27 01:45:00,547.400,92.000,9999.990
Chennai,2013-09-27 01:46:00,544.800,92.000,9999.990
Chennai,2013-09-27 01:47:00,544.100,92.000,9999.990
Chennai,2013-09-27 01:48:00,544.600,92.000,9999.990
Chennai,2013-09-27 01:49:00,544.600,92.000,9999.990
Chennai,2013-09-27 01:50:00,545.000,92.000,9999.990
Chennai,2013-09-27 01:51:00,544.200,92.000,9999.990
Chennai,2013-09-27 01:52:00,545.000,92.000,9999.990
Chennai,2013-09-27 01:53:00,545.800,92.000,9999.990
Chennai,2013-09-27 01:54:00,545.300,92.000,9999.990
Chennai,2013-09-27 01:55:00,547.400,92.000,9999.990
Chennai,2013-09-27 01:56:00,547.000,92.000,9999.990
Chennai,2013-09-27 01:57:00,547.200,92.000,9999.990
Chennai,2013-09-27 01:58:00,547.000,92.000,9999.990
Chennai,2013-09-27 01:59:00,546.100,92.000,9999.990
Chennai,2013-09-27 02:00:00,546.600,92.000,9999.990
Chennai,2013-09-27 02:01:00,546.900,92.000,9999.990
Chennai,2013-09-27 02:02:00,546.500,92.000,9999.990
Chennai,2013-09-27 02:03:00,546.800,92.000,9999.990
Chennai,2013-09-27 02:04:00,545.000,92.000,9999.990
Chennai,2013-09-27 02:05:00,545.700,92.000,9999.990
Chennai,2013-09-27 02:06:00,545.500,92.000,9999.990
Chennai,2013-09-27 02:07:00,545.700,92.000,9999.990
Chennai,2013-09-27 02:08:00,544.700,92.000,9999.990
Chennai,2013-09-27 02:09:00,545.700,92.000,9999.990
Chennai,2013-09-27 02:10:00,544.700,92.000,9999.990
Chennai,2013-09-27 02:11:00,543.800,92.000,9999.990
Chennai,2013-09-27 02:12:00,543.900,92.000,9999.990
Chennai,2013-09-27 02:13:00,544.300,92.000,9999.990
Chennai,2013-09-27 02:14:00,541.200,92.000,9999.990
Chennai,2013-09-27 02:15:00,537.000,92.000,9999.990
Chennai,2013-09-27 02:16:00,542.800,92.000,9999.990
Chennai,2013-09-27 02:17:00,544.600,92.000,9999.990
Chennai,2013-09-27 02:18:00,543.600,92.000,9999.990
Chennai,2013-09-27 02:19:00,545.900,92.000,9999.990
Chennai,2013-09-27 02:20:00,545.900,92.000,9999.990
Chennai,2013-09-27 02:21:00,546.500,92.000,9999.990
Chennai,2013-09-27 02:22:00,546.500,92.000,9999.990
Chennai,2013-09-27 02:23:00,546.400,92.000,9999.990
Chennai,2013-09-27 02:24:00,545.400,92.000,9999.990
Chennai,2013-09-27 02:25:00,547.100,92.000,9999.990
Chennai,2013-09-27 02:26:00,545.600,92.000,9999.990
Chennai,2013-09-27 02:27:00,546.400,92.000,9999.990
Chennai,2013-09-27 02:28:00,545.600,92.000,9999.990
Chennai,2013-09-27 02:29:00,546.600,92.000,9999.990
Chennai,2013-09-27 02:30:00,546.300,92.000,9999.990
Chennai,2013-09-27 02:31:00,546.600,92.000,9999.990
Chennai,2013-09-27 02:32:00,545.600,92.000,9999.990
Chennai,2013-09-27 02:33:00,546.400,92.000,9999.990
Chennai,2013-09-27 02:34:00,545.500,92.000,9999.990
Chennai,2013-09-27 02:35:00,546.300,92.000,9999.990
Chennai,2013-09-27 02:36:00,545.900,92.000,9999.990
Chennai,2013-09-27 02:37:00,546.800,92.000,9999.990
Chennai,2013-09-27 02:38:00,546.000,92.000,9999.990
Chennai,2013-09-27 02:39:00,546.900,92.000,9999.990
Chennai,2013-09-27 02:40:00,546.200,92.000,9999.990
Chennai,2013-09-27 02:41:00,546.800,92.000,9999.990
Chennai,2013-09-27 02:42:00,546.600,92.000,9999.990
Chennai,2013-09-27 02:43:00,547.200,92.000,9999.990
Chennai,2013-09-27 02:44:00,548.500,92.000,9999.990
Chennai,2013-09-27 02:45:00,547.500,92.000,9999.990
Chennai,2013-09-27 02:46:00,547.800,92.000,9999.990
Chennai,2013-09-27 02:47:00,549.400,92.000,9999.990
Chennai,2013-09-27 02:48:00,548.200,92.000,9999.990
Chennai,2013-09-27 02:49:00,549.600,92.000,9999.990
Chennai,2013-09-27 02:50:00,549.200,92.000,9999.990
Chennai,2013-09-27 02:51:00,549.900,92.000,9999.990
Chennai,2013-09-27 02:52:00,548.700,92.000,9999.990
Chennai,2013-09-27 02:53:00,548.500,92.000,9999.990
Chennai,2013-09-27 02:54:00,549.000,92.000,9999.990
Chennai,2013-09-27 02:55:00,547.300,92.000,9999.990
Chennai,2013-09-27 02:56:00,547.300,92.000,9999.990
Chennai,2013-09-27 02:57:00,546.600,92.000,9999.990
Chennai,2013-09-27 02:58:00,547.000,92.000,9999.990
Chennai,2013-09-27 02:59:00,548.500,92.000,9999.990
Chennai,2013-09-27 03:00:00,547.500,92.000,9999.990
Chennai,2013-09-27 03:01:00,548.800,92.000,9999.990
Chennai,2013-09-27 03:02:00,549.400,92.000,9999.990
Chennai,2013-09-27 03:03:00,549.000,92.000,9999.990
Chennai,2013-09-27 03:04:00,550.400,92.000,9999.990
Chennai,2013-09-27 03:05:00,551.700,92.000,9999.990
Chennai,2013-09-27 03:06:00,550.800,92.000,9999.990
Chennai,2013-09-27 03:07:00,551.500,92.000,9999.990
Chennai,2013-09-27 03:08:00,552.100,92.000,9999.990
Chennai,2013-09-27 03:09:00,551.700,92.000,9999.990
Chennai,2013-09-27 03:10:00,552.700,92.000,9999.990
Chennai,2013-09-27 03:11:00,552.700,92.000,9999.990
Chennai,2013-09-27 03:12:00,552.600,92.000,9999.990
Chennai,2013-09-27 03:13:00,552.300,92.000,9999.990
Chennai,2013-09-27 03:14:00,550.800,92.000,9999.990
Chennai,2013-09-27 03:15:00,550.900,92.000,9999.990
Chennai,2013-09-27 03:16:00,551.000,92.000,9999.990
Chennai,2013-09-27 03:17:00,550.500,92.000,9999.990
Chennai,2013-09-27 03:18:00,550.300,92.000,9999.990
Chennai,2013-09-27 03:19:00,550.000,92.000,9999.990
Chennai,2013-09-27 03:20:00,550.700,92.000,9999.990
Chennai,2013-09-27 03:21:00,550.000,92.000,9999.990
Chennai,2013-09-27 03:22:00,550.700,92.000,9999.990
Chennai,2013-09-27 03:23:00,551.600,92.000,9999.990
Chennai,2013-09-27 03:24:00,552.300,92.000,9999.990
Chennai,2013-09-27 03:25:00,552.000,92.000,9999.990
Chennai,2013-09-27 03:26:00,552.600,92.000,9999.990
Chennai,2013-09-27 03:27:00,552.800,92.000,9999.990
Chennai,2013-09-27 03:28:00,553.300,92.000,9999.990
Chennai,2013-09-27 03:29:00,553.300,92.000,9999.990
Chennai,2013-09-27 03:30:00,552.600,92.000,9999.990
Chennai,2013-09-27 03:31:00,552.000,92.000,9999.990
Chennai,2013-09-27 03:32:00,551.900,92.000,9999.990
Chennai,2013-09-27 03:33:00,551.400,92.000,9999.990
Chennai,2013-09-27 03:34:00,551.600,92.000,9999.990
Chennai,2013-09-27 03:35:00,551.400,92.000,9999.990
Chennai,2013-09-27 03:36:00,552.200,92.000,9999.990
Chennai,2013-09-27 03:37:00,551.700,92.000,9999.990
Chennai,2013-09-27 03:38:00,552.500,92.000,9999.990
Chennai,2013-09-27 03:39:00,551.600,92.000,9999.990
Chennai,2013-09-27 03:40:00,553.200,92.000,9999.990
Chennai,2013-09-27 03:41:00,554.000,92.000,9999.990
Chennai,2013-09-27 03:42:00,552.700,92.000,9999.990
Chennai,2013-09-27 03:43:00,553.800,92.000,9999.990
Chennai,2013-09-27 03:50:00,557.000,92.000,9999.990
Chennai,2013-09-27 03:51:00,557.300,92.000,9999.990
Chennai,2013-09-27 03:52:00,557.700,92.000,9999.990
Chennai,2013-09-27 03:53:00,556.200,92.000,9999.990
Chennai,2013-09-27 03:54:00,556.700,92.000,9999.990
Chennai,2013-09-27 03:55:00,557.400,92.000,9999.990
Chennai,2013-09-27 03:56:00,556.100,92.000,9999.990
Chennai,2013-09-27 03:57:00,556.900,92.000,9999.990
Chennai,2013-09-27 03:58:00,556.700,92.000,9999.990
Chennai,2013-09-27 03:59:00,556.600,92.000,9999.990
Chennai,2013-09-27 04:00:00,557.100,92.000,9999.990
Chennai,2013-09-27 04:01:00,556.900,92.000,9999.990
